symbol,company_name,industry,security_id,exchange_segment,instrument,status
OLECTRA,Olectra Greentech Ltd.,Automobile and Auto Components,10637,NSE_EQ,EQUITY,ACTIVE
ONESOURCE,Onesource Specialty Pharma Ltd.,Healthcare,29224,NSE_EQ,EQUITY,ACTIVE
ONGC,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,2475,NSE_EQ,EQUITY,ACTIVE
PAGEIND,Page Industries Ltd.,Textiles,14413,NSE_EQ,EQUITY,ACTIVE
PARADEEP,Paradeep Phosphates Ltd.,Chemicals,9741,NSE_EQ,EQUITY,ACTIVE
PATANJALI,Patanjali Foods Ltd.,Fast Moving Consumer Goods,17029,NSE_EQ,EQUITY,ACTIVE
PAYTM,One 97 Communications Ltd.,Financial Services,6705,NSE_EQ,EQUITY,ACTIVE
PCBL,PCBL Chemical Ltd.,Chemicals,2649,NSE_EQ,EQUITY,ACTIVE
PERSISTENT,Persistent Systems Ltd.,Information Technology,18365,NSE_EQ,EQUITY,ACTIVE
PETRONET,Petronet LNG Ltd.,Oil Gas & Consumable Fuels,11351,NSE_EQ,EQUITY,ACTIVE
PFC,Power Finance Corporation Ltd.,Financial Services,14299,NSE_EQ,EQUITY,ACTIVE
PFIZER,Pfizer Ltd.,Healthcare,2643,NSE_EQ,EQUITY,ACTIVE
PGEL,PG Electroplast Ltd.,Consumer Durables,25358,NSE_EQ,EQUITY,ACTIVE
PHOENIXLTD,Phoenix Mills Ltd.,Realty,14552,NSE_EQ,EQUITY,ACTIVE
PIDILITIND,Pidilite Industries Ltd.,Chemicals,2664,NSE_EQ,EQUITY,ACTIVE
PIIND,PI Industries Ltd.,Chemicals,24184,NSE_EQ,EQUITY,ACTIVE
PINELABS,Pine Labs Ltd.,Financial Services,759820,NSE_EQ,EQUITY,ACTIVE
PIRAMALFIN,Piramal Finance Ltd.,Financial Services,759551,NSE_EQ,EQUITY,ACTIVE
PNB,Punjab National Bank,Financial Services,10666,NSE_EQ,EQUITY,ACTIVE
PNBHOUSING,PNB Housing Finance Ltd.,Financial Services,18908,NSE_EQ,EQUITY,ACTIVE
POLICYBZR,PB Fintech Ltd.,Financial Services,6656,NSE_EQ,EQUITY,ACTIVE
POLYCAB,Polycab India Ltd.,Capital Goods,9590,NSE_EQ,EQUITY,ACTIVE
POLYMED,Poly Medicure Ltd.,Healthcare,25718,NSE_EQ,EQUITY,ACTIVE
POONAWALLA,Poonawalla Fincorp Ltd.,Financial Services,11403,NSE_EQ,EQUITY,ACTIVE
POWERGRID,Power Grid Corporation of India Ltd.,Power,14977,NSE_EQ,EQUITY,ACTIVE
POWERINDIA,Hitachi Energy India Ltd.,Capital Goods,18457,NSE_EQ,EQUITY,ACTIVE
PPLPHARMA,Piramal Pharma Ltd.,Healthcare,11571,NSE_EQ,EQUITY,ACTIVE
PREMIERENE,Premier Energies Ltd.,Capital Goods,25049,NSE_EQ,EQUITY,ACTIVE
PRESTIGE,Prestige Estates Projects Ltd.,Realty,20302,NSE_EQ,EQUITY,ACTIVE
PTCIL,PTC Industries Ltd.,Capital Goods,16682,NSE_EQ,EQUITY,ACTIVE
PVRINOX,PVR INOX Ltd.,Media Entertainment & Publication,13147,NSE_EQ,EQUITY,ACTIVE
PWL,Physicswallah Ltd.,Consumer Services,759723,NSE_EQ,EQUITY,ACTIVE
RADICO,Radico Khaitan Ltd,Fast Moving Consumer Goods,10990,NSE_EQ,EQUITY,ACTIVE
RAILTEL,Railtel Corporation Of India Ltd.,Telecommunication,2431,NSE_EQ,EQUITY,ACTIVE
RAINBOW,Rainbow Childrens Medicare Ltd.,Healthcare,9408,NSE_EQ,EQUITY,ACTIVE
RAMCOCEM,The Ramco Cements Ltd.,Construction Materials,2043,NSE_EQ,EQUITY,ACTIVE
RBLBANK,RBL Bank Ltd.,Financial Services,18391,NSE_EQ,EQUITY,ACTIVE
RECLTD,REC Ltd.,Financial Services,15355,NSE_EQ,EQUITY,ACTIVE
REDINGTON,Redington Ltd.,Services,14255,NSE_EQ,EQUITY,ACTIVE
RELIANCE,Reliance Industries Ltd.,Oil Gas & Consumable Fuels,2885,NSE_EQ,EQUITY,ACTIVE
RHIM,RHI MAGNESITA INDIA LTD.,Capital Goods,31163,NSE_EQ,EQUITY,ACTIVE
RITES,RITES Ltd.,Construction,3761,NSE_EQ,EQUITY,ACTIVE
RKFORGE,Ramkrishna Forgings Ltd.,Automobile and Auto Components,11411,NSE_EQ,EQUITY,ACTIVE
RPOWER,Reliance Power Ltd.,Power,15259,NSE_EQ,EQUITY,ACTIVE
RRKABEL,R R Kabel Ltd.,Capital Goods,18566,NSE_EQ,EQUITY,ACTIVE
RVNL,Rail Vikas Nigam Ltd.,Construction,9552,NSE_EQ,EQUITY,ACTIVE
SAGILITY,Sagility Ltd.,Information Technology,27052,NSE_EQ,EQUITY,ACTIVE
SAIL,Steel Authority of India Ltd.,Metals & Mining,2963,NSE_EQ,EQUITY,ACTIVE
SAILIFE,Sai Life Sciences Ltd.,Healthcare,27839,NSE_EQ,EQUITY,ACTIVE
SAMMAANCAP,Sammaan Capital Ltd.,Financial Services,30125,NSE_EQ,EQUITY,ACTIVE
SAPPHIRE,Sapphire Foods India Ltd.,Consumer Services,6718,NSE_EQ,EQUITY,ACTIVE
SARDAEN,Sarda Energy and Minerals Ltd.,Metals & Mining,17758,NSE_EQ,EQUITY,ACTIVE
SAREGAMA,Saregama India Ltd,Media Entertainment & Publication,4892,NSE_EQ,EQUITY,ACTIVE
SBFC,SBFC Finance Ltd.,Financial Services,18026,NSE_EQ,EQUITY,ACTIVE
SBICARD,SBI Cards and Payment Services Ltd.,Financial Services,17971,NSE_EQ,EQUITY,ACTIVE
SBILIFE,SBI Life Insurance Company Ltd.,Financial Services,21808,NSE_EQ,EQUITY,ACTIVE
SBIN,State Bank of India,Financial Services,3045,NSE_EQ,EQUITY,ACTIVE
SCHAEFFLER,Schaeffler India Ltd.,Automobile and Auto Components,1011,NSE_EQ,EQUITY,ACTIVE
SCHNEIDER,Schneider Electric Infrastructure Ltd.,Capital Goods,31234,NSE_EQ,EQUITY,ACTIVE
SCI,Shipping Corporation of India Ltd.,Services,3048,NSE_EQ,EQUITY,ACTIVE
SHREECEM,Shree Cement Ltd.,Construction Materials,3103,NSE_EQ,EQUITY,ACTIVE
SHRIRAMFIN,Shriram Finance Ltd.,Financial Services,4306,NSE_EQ,EQUITY,ACTIVE
SHYAMMETL,Shyam Metalics and Energy Ltd.,Capital Goods,4693,NSE_EQ,EQUITY,ACTIVE
SIEMENS,Siemens Ltd.,Capital Goods,3150,NSE_EQ,EQUITY,ACTIVE
SIGNATURE,Signatureglobal (India) Ltd.,Realty,18743,NSE_EQ,EQUITY,ACTIVE
SJVN,SJVN Ltd.,Power,18883,NSE_EQ,EQUITY,ACTIVE
SOBHA,Sobha Ltd.,Realty,13826,NSE_EQ,EQUITY,ACTIVE
SOLARINDS,Solar Industries India Ltd.,Chemicals,13332,NSE_EQ,EQUITY,ACTIVE
SONACOMS,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,4684,NSE_EQ,EQUITY,ACTIVE
SONATSOFTW,Sonata Software Ltd.,Information Technology,6596,NSE_EQ,EQUITY,ACTIVE
SPLPETRO,Supreme Petrochem Ltd.,Chemicals,9617,NSE_EQ,EQUITY,ACTIVE
SRF,SRF Ltd.,Chemicals,3273,NSE_EQ,EQUITY,ACTIVE
STARHEALTH,Star Health and Allied Insurance Company Ltd.,Financial Services,7083,NSE_EQ,EQUITY,ACTIVE
SUMICHEM,Sumitomo Chemical India Ltd.,Chemicals,17105,NSE_EQ,EQUITY,ACTIVE
SUNDARMFIN,Sundaram Finance Ltd.,Financial Services,3339,NSE_EQ,EQUITY,ACTIVE
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,Healthcare,3351,NSE_EQ,EQUITY,ACTIVE
SUNTV,Sun TV Network Ltd.,Media Entertainment & Publication,13404,NSE_EQ,EQUITY,ACTIVE
SUPREMEIND,Supreme Industries Ltd.,Capital Goods,3363,NSE_EQ,EQUITY,ACTIVE
SUZLON,Suzlon Energy Ltd.,Capital Goods,12018,NSE_EQ,EQUITY,ACTIVE
SWANCORP,Swan Corp Ltd.,Chemicals,27095,NSE_EQ,EQUITY,ACTIVE
SWIGGY,Swiggy Ltd.,Consumer Services,27066,NSE_EQ,EQUITY,ACTIVE
SYNGENE,Syngene International Ltd.,Healthcare,10243,NSE_EQ,EQUITY,ACTIVE
SYRMA,Syrma SGS Technology Ltd.,Capital Goods,10793,NSE_EQ,EQUITY,ACTIVE
TARIL,Transformers And Rectifiers (India) Ltd.,Capital Goods,15174,NSE_EQ,EQUITY,ACTIVE
TATACAP,Tata Capital Ltd.,Financial Services,759265,NSE_EQ,EQUITY,ACTIVE
TATACHEM,Tata Chemicals Ltd.,Chemicals,3405,NSE_EQ,EQUITY,ACTIVE
TATACOMM,Tata Communications Ltd.,Telecommunication,3721,NSE_EQ,EQUITY,ACTIVE
TATACONSUM,Tata Consumer Products Ltd.,Fast Moving Consumer Goods,3432,NSE_EQ,EQUITY,ACTIVE
TATAELXSI,Tata Elxsi Ltd.,Information Technology,3411,NSE_EQ,EQUITY,ACTIVE
TATAINVEST,Tata Investment Corporation Ltd.,Financial Services,1621,NSE_EQ,EQUITY,ACTIVE
TATAPOWER,Tata Power Co. Ltd.,Power,3426,NSE_EQ,EQUITY,ACTIVE
TATASTEEL,Tata Steel Ltd.,Metals & Mining,3499,NSE_EQ,EQUITY,ACTIVE
TATATECH,Tata Technologies Ltd.,Information Technology,20293,NSE_EQ,EQUITY,ACTIVE
TBOTEK,TBO Tek Ltd.,Consumer Services,23740,NSE_EQ,EQUITY,ACTIVE
TCS,Tata Consultancy Services Ltd.,Information Technology,11536,NSE_EQ,EQUITY,ACTIVE
TECHM,Tech Mahindra Ltd.,Information Technology,13538,NSE_EQ,EQUITY,ACTIVE
TECHNOE,Techno Electric & Engineering Company Ltd.,Construction,6445,NSE_EQ,EQUITY,ACTIVE
TEGA,Tega Industries Ltd.,Capital Goods,7105,NSE_EQ,EQUITY,ACTIVE
TEJASNET,Tejas Networks Ltd.,Telecommunication,21131,NSE_EQ,EQUITY,ACTIVE
TENNIND,Tenneco Clean Air India Ltd.,Automobile and Auto Components,759880,NSE_EQ,EQUITY,ACTIVE
THELEELA,Leela Palaces Hotels & Resorts Ltd.,Consumer Services,757014,NSE_EQ,EQUITY,ACTIVE
THERMAX,Thermax Ltd.,Capital Goods,3475,NSE_EQ,EQUITY,ACTIVE
TIINDIA,Tube Investments of India Ltd.,Automobile and Auto Components,312,NSE_EQ,EQUITY,ACTIVE
TIMKEN,Timken India Ltd.,Capital Goods,14198,NSE_EQ,EQUITY,ACTIVE
TITAGARH,Titagarh Rail Systems Ltd.,Capital Goods,15414,NSE_EQ,EQUITY,ACTIVE
TITAN,Titan Company Ltd.,Consumer Durables,3506,NSE_EQ,EQUITY,ACTIVE
TMCV,Tata Motors Ltd.,Capital Goods,759782,NSE_EQ,EQUITY,ACTIVE
TMPV,Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,3456,NSE_EQ,EQUITY,ACTIVE
TORNTPHARM,Torrent Pharmaceuticals Ltd.,Healthcare,3518,NSE_EQ,EQUITY,ACTIVE
TORNTPOWER,Torrent Power Ltd.,Power,13786,NSE_EQ,EQUITY,ACTIVE
TRAVELFOOD,Travel Food Services Ltd.,Consumer Services,757545,NSE_EQ,EQUITY,ACTIVE
TRENT,Trent Ltd.,Consumer Services,1964,NSE_EQ,EQUITY,ACTIVE
TRIDENT,Trident Ltd.,Textiles,9685,NSE_EQ,EQUITY,ACTIVE
TRITURBINE,Triveni Turbine Ltd.,Capital Goods,25584,NSE_EQ,EQUITY,ACTIVE
TTML,Tata Teleservices (Maharashtra) Ltd.,Telecommunication,8954,NSE_EQ,EQUITY,ACTIVE
TVSMOTOR,TVS Motor Company Ltd.,Automobile and Auto Components,8479,NSE_EQ,EQUITY,ACTIVE
UBL,United Breweries Ltd.,Fast Moving Consumer Goods,16713,NSE_EQ,EQUITY,ACTIVE
UCOBANK,UCO Bank,Financial Services,11223,NSE_EQ,EQUITY,ACTIVE
ULTRACEMCO,UltraTech Cement Ltd.,Construction Materials,11532,NSE_EQ,EQUITY,ACTIVE
UNIONBANK,Union Bank of India,Financial Services,10753,NSE_EQ,EQUITY,ACTIVE
UNITDSPR,United Spirits Ltd.,Fast Moving Consumer Goods,10447,NSE_EQ,EQUITY,ACTIVE
UNOMINDA,UNO Minda Ltd.,Automobile and Auto Components,14154,NSE_EQ,EQUITY,ACTIVE
UPL,UPL Ltd.,Chemicals,11287,NSE_EQ,EQUITY,ACTIVE
URBANCO,Urban Company Ltd.,Consumer Services,759084,NSE_EQ,EQUITY,ACTIVE
USHAMART,Usha Martin Ltd.,Capital Goods,8840,NSE_EQ,EQUITY,ACTIVE
UTIAMC,UTI Asset Management Company Ltd.,Financial Services,527,NSE_EQ,EQUITY,ACTIVE
VBL,Varun Beverages Ltd.,Fast Moving Consumer Goods,18921,NSE_EQ,EQUITY,ACTIVE
VEDL,Vedanta Ltd.,Metals & Mining,3063,NSE_EQ,EQUITY,ACTIVE
VIJAYA,Vijaya Diagnostic Centre Ltd.,Healthcare,5585,NSE_EQ,EQUITY,ACTIVE
VMM,Vishal Mega Mart Ltd.,Consumer Services,27969,NSE_EQ,EQUITY,ACTIVE
VOLTAS,Voltas Ltd.,Consumer Durables,3718,NSE_EQ,EQUITY,ACTIVE
VTL,Vardhman Textiles Ltd.,Textiles,2073,NSE_EQ,EQUITY,ACTIVE
WAAREEENER,Waaree Energies Ltd.,Capital Goods,25907,NSE_EQ,EQUITY,ACTIVE
WELCORP,Welspun Corp Ltd.,Capital Goods,11821,NSE_EQ,EQUITY,ACTIVE
WELSPUNLIV,Welspun Living Ltd.,Textiles,11253,NSE_EQ,EQUITY,ACTIVE
WHIRLPOOL,Whirlpool of India Ltd.,Consumer Durables,18011,NSE_EQ,EQUITY,ACTIVE
WIPRO,Wipro Ltd.,Information Technology,3787,NSE_EQ,EQUITY,ACTIVE
WOCKPHARMA,Wockhardt Ltd.,Healthcare,7506,NSE_EQ,EQUITY,ACTIVE
YESBANK,Yes Bank Ltd.,Financial Services,11915,NSE_EQ,EQUITY,ACTIVE
ZEEL,Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,3812,NSE_EQ,EQUITY,ACTIVE
ZENSARTECH,Zensar Technolgies Ltd.,Information Technology,1076,NSE_EQ,EQUITY,ACTIVE
ZENTEC,Zen Technologies Ltd.,Capital Goods,7508,NSE_EQ,EQUITY,ACTIVE
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,16915,NSE_EQ,EQUITY,ACTIVE
ZYDUSLIFE,Zydus Lifesciences Ltd.,Healthcare,7929,NSE_EQ,EQUITY,ACTIVE
ZYDUSWELL,Zydus Wellness Ltd.,Fast Moving Consumer Goods,17635,NSE_EQ,EQUITY,ACTIVE
