symbol,company_name,security_id,exchange_segment,instrument,instrument_type,series,lot_size,listing_date,status
GROBTEA,Grob Tea Company,17770,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GROWW,Groww,759806,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GRPLTD,GRP,6543,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GRSE,Garden Reach Shipbuilders,5475,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GRWRHITECH,Garware Hi-Tech Films,7982,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GSFC,Gujarat State Fertilizers & Chemicals,1247,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GSLSU,Global Surfaces,14599,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GSMFOILS,GSM Foils,23888,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE
GSPCROP,GSP Crop Science,762239,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GSS,GSS Infotech,15351,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
GSTL,Globesecure Technologies,9768,NSE_EQ,EQUITY,ES,ST,1000,,ACTIVE
GTECJAINX,G-Tec Jainx Education,1129,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GTL,GTL,1162,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GTLINFRA,GTL Infrastructure,13745,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GTPL,GTPL Hathway,21195,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GUFICBIO,Gufic BioSciences,11606,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GUJALKALI,Gujarat Alkalies & Chemicals,1267,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GUJAPOLLO,Gujarat Apollo Industries,14677,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GUJGASLTD,Gujarat Gas,10599,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GUJRAFFIA,Gujarat Raffia Industries,4548,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GUJTHEM,Gujarat Themis Biosyn,29731,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GULFOILLUB,Gulf Oil Lubricants,4391,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GULFPETRO,GP Petroleums,11581,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GULPOLY,Gulshan Polyols,6286,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GURUNANAK,Gurunanak Agriculture,759264,NSE_EQ,EQUITY,ES,ST,1600,,ACTIVE
GVKPIL,GVK Power & Infrastructure,13229,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
GVPIL,GE Power,7862,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GVPTECH,GVP Infotech,10865,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
GVPTECHPP,GVP Infotech - PP,758136,NSE_EQ,EQUITY,ES,E1,1,,ACTIVE
GVT&D,GE Vernova T&D,16783,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HAL,Hindustan Aeronautics,2303,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HALDER,Halder Venture,760715,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HALDYNGL,Haldyn Glass,762705,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HALEOSLABS,Haleos,21551,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HAPPSTMNDS,Happiest Minds Technologies,48,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HAPPYFORGE,Happy Forgings,20854,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HARDWYN,Hardwyn India,8962,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HARIOMPIPE,Hariom Pipe Industries,8968,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HARRMALAYA,Harrisons Malayalam,1313,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HARSHA,Harsha Engineers,11162,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HATHWAY,Hathway Cable & Datacom,18154,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HATSUN,Hatsun Agro Product,3892,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HAVELLS,Havells,9819,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HAVISHA,Sri Havisha Hospital,7457,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HAWKINCOOK,Hawkins Cookers,4444,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HBESD,HB Estate Developers,762712,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HBLENGINE,HBL Engineering,13966,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HBSL,HB Stockholdings,4118,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
HCC,Hindustan Construction Company,1375,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HCG,Healthcare Global Enterprises,15555,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HCL-INSYS,HCL Infosystems,1327,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HCLTECH,HCL Technologies,7229,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HDBFS,HDB Financial Services,757772,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HDFCAMC,HDFC AMC,4244,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HDFCBANK,HDFC Bank,1333,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HDFCLIFE,HDFC Life Insurance,467,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HDIL,Housing Development and Infra,17920,NSE_EQ,EQUITY,ES,BZ,1,,ACTIVE
HEADSUP,Heads UP Ventures,19205,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HEALTHX,Health X Platform,20063,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HECPROJECT,HEC Infra Projects,7425,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HEG,HEG,1336,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HEIDELBERG,Heidelberg Cement,2316,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HEMIPROP,Hemisphere Properties,701,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HERANBA,Heranba Industries,2614,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HERITGFOOD,Heritage Foods,4598,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HEROMOTOCO,Hero Motocorp,1348,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HESTERBIO,Hester Biosciences,7048,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HEXATRADEX,Hexa Tradex,27008,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HEXT,Hexaware Technologies,29666,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HFCL,HFCL,21951,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HGINFRA,HG Infra Engineering,1672,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HGM,HandsOn Global Management (HGM),13592,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HGS,Hinduja Global Solutions,14712,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HIGREEN,Hi-Green Carbon,18794,NSE_EQ,EQUITY,ES,SM,800,,ACTIVE
HIKAL,Hikal,9668,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HILINFRA,Highway Infrastructure,759104,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
HILTON,Hilton Metal Forging,14627,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HIMATSEIDE,Himatsingka Seide,1360,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HINDALCO,Hindalco Industries,1363,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HINDCOMPOS,Hindustan Composites,1372,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HINDCON,Hindcon Chemicals,4924,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
HINDCOPPER,Hindustan Copper,17939,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HINDOILEXP,Hindustan Oil Exploration,1403,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HINDPETRO,Hindustan Petroleum,1406,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HINDUNILVR,Hindustan Unilever,1394,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HINDWAREAP,Hindware Home Innovation,15883,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HINDZINC,Hindustan Zinc,1424,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HIRECT,Hind Rectifiers,13890,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HISARMETAL,Hisar Metal Industries,19322,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HITECH,Hi-Tech Pipes,2868,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HITECHCORP,Hitech Corporation,15161,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HITECHGEAR,Hi-Tech Gears,8568,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
HLEGLAS,HLE Glascoat,2289,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HLVLTD,HLV,1448,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HMAAGRO,HMA Agro Industries,17053,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HMT,HMT,19698,NSE_EQ,EQUITY,ES,BZ,1,,ACTIVE
HMVL,Hindustan Media Ventures,19211,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HNDFDS,Hindustan Foods,12173,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HOACFOODS,HOAC Foods India,23822,NSE_EQ,EQUITY,ES,SM,375,,ACTIVE
HOLMARC,Holmarc Opto Mechatronics,18649,NSE_EQ,EQUITY,ES,SM,750,,ACTIVE
HOMEFIRST,Home First Finance Company,2056,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HOMESFY,Homesfy Realty,13526,NSE_EQ,EQUITY,ES,SM,300,,ACTIVE
HONASA,Mamaearth,19813,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HONAUT,Honeywell Automation,3417,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HONDAPOWER,Honda India Power Products,3138,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HPAL,HP Adhesives,7376,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HPIL,Hindprakash Industries,11796,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HPL,HPL Electric & Power,18679,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HPTL,HP Telecom,29875,NSE_EQ,EQUITY,ES,SM,600,,ACTIVE
HRHNEXT,HRH Next Services,21107,NSE_EQ,EQUITY,ES,SM,1500,,ACTIVE
HSCL,Himadri Speciality Chemical,14334,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HTMEDIA,HT Media,11979,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HUBTOWN,Hubtown,14203,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HUDCO,HUDCO,20825,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HUHTAMAKI,Huhtamaki PPL,2562,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HVAX,HVAX Technologies,25708,NSE_EQ,EQUITY,ES,SM,150,,ACTIVE
HYBRIDFIN,Hybrid Financial Services,12809,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
HYUNDAI,Hyundai Motor India,25844,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IBLFL,IBL Finance,21348,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
IBULLSLTD,Indiabulls,25003,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
ICDSLTD,ICDS,6977,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ICEMAKE,Ice Make Refrigeration,489,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ICICIAMC,ICICI Prudential Asset Management,760407,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ICICIBANK,ICICI Bank,4963,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ICICIGI,ICICI Lombard General Insurance,21770,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ICICIPRULI,ICICI Prudential Life Insurance,18652,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ICIL,Indo Count Industries,11987,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ICRA,ICRA,14523,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IDBI,IDBI Bank,1476,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IDEA,Vodafone Idea,14366,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IDEAFORGE,Ideaforge Technology,17142,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
IDEALTECHO,Ideal Technoplast Industries,24950,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE
IDENTICAL,Identical Brains Studios,28590,NSE_EQ,EQUITY,ES,ST,2000,,ACTIVE
IDFCFIRSTB,IDFC First Bank,11184,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IEML,Indian Emulsifiers,23789,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE
IEX,Indian Energy Exchange,220,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IFBAGRO,IFB Agro Industries,9300,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
IFBIND,IFB Industries,1485,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IFCI,IFCI,1491,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IFGLEXPOR,IFGL Refractories,436,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IGARASHI,Igarashi Motors,634,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IGCL,Indogulf Cropsciences,757801,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IGIL,International Gemological Institute,28378,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IGL,Indraprastha Gas,11262,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IGPL,IG Petrochemicals,14086,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IIFL,IIFL Finance,11809,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IIFLCAPS,IIFL Capital Services,13072,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IITL,Industrial Investment Trust,19525,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IKIO,IKIO Technologies,16822,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IKS,Inventurus Knowledge Solutions,28125,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IL&FSENGG,IL&FS Engg & Const Company,9380,NSE_EQ,EQUITY,ES,BZ,1,,ACTIVE
IL&FSTRANS,IL&FS Transportation Networks,9381,NSE_EQ,EQUITY,ES,BZ,1,,ACTIVE
IMAGICAA,Imagicaaworld Entertainment,7672,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IMFA,Indian Metals & Ferro Alloys,19235,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IMPAL,India Motor Parts & Accessories,12009,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IMPEXFERRO,Impex Ferro Tech,25881,NSE_EQ,EQUITY,ES,BZ,1,,ACTIVE
INA,Insolation Energy,761099,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INCREDIBLE,Incredible Industries,17507,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDBANK,Indbank Merchant Banking,16933,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDGN,Indegene,23693,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDHOTEL,Indian Hotels Company,1512,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDIACEM,India Cements,1515,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDIAGLYCO,India Glycols,1521,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDIAMART,IndiaMART InterMesh,10726,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDIANB,Indian Bank,14309,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDIANCARD,Indian Card Clothing Company,4422,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDIANHUME,Indian Hume Pipe,1530,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDIASHLTR,India Shelter Finance,20556,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDIFRA,Indifra,21058,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
INDIGO,Interglobe Aviation,11195,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDIGOPNTS,Indigo Paints,2048,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDIQUBE,Indiqube Spaces,757845,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDNIPPON,India Nippon Electricals,4747,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDOAMIN,Indo Amines,9116,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDOBORAX,Indo Borax & Chemicals,8614,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDOCO,Indoco Remedies,11677,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDOFARM,Indo Farm Equipment,29025,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDORAMA,Indo Rama Synthetics,10993,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDOSTAR,IndoStar Capital Finance,3088,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDOTECH,Indo Tech Transformers,13278,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
INDOTHAI,Indo Thai Securities,25608,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDOUS,Indo Us Bio-Tech,25503,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDOWIND,Indowind Energy,14956,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
INDPRUD,Industrial & Prudential Investment,762717,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDRAMEDCO,Indraprastha Medical Corporation,4751,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDSWFTLAB,Ind Swift Laboratories,4870,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDTERRAIN,Indian Terrain,21957,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDUSINDBK,Indusind Bank,5258,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INDUSTOWER,Indus Towers,29135,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INFINIUM,Infinium Pharmachem,15036,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE
INFLUX,Influx Healthtech,757602,NSE_EQ,EQUITY,ES,SM,600,,ACTIVE
INFOBEAN,InfoBeans Technologies,11027,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INFOLLION,Infollion Research Services,16588,NSE_EQ,EQUITY,ES,SM,400,,ACTIVE
INFOMEDIA,Infomedia Press,13693,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INFY,Infosys,1594,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INGERRAND,Ingersoll Rand,1597,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INM,Interiors & More,22770,NSE_EQ,EQUITY,ES,SM,600,,ACTIVE
INNOMET,Innomet Advanced Materials,25323,NSE_EQ,EQUITY,ES,ST,600,,ACTIVE
INNOVACAP,Innova Captab,21062,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INNOVANA,Innovana Thinklabs,27754,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INNOVISION,Innovision,761528,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INOXGREEN,Inox Green Energy Services,12188,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INOXINDIA,INOX India,20607,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INOXWIND,Inox Wind,7852,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INSECTICID,Insecticides,14657,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INSPIRE,Inspire Films,19157,NSE_EQ,EQUITY,ES,ST,2000,,ACTIVE
INSPIRISYS,Inspirisys Solutions,13730,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INTEGRITY,Integrity Infrabuild Developers,757902,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
INTELLECT,Intellect Design Arena,5926,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INTENTECH,Intense Technologies,20071,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INTERARCH,Interarch Building Solutions,24909,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INTLCONV,International Conveyors,5606,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INVENTURE,Inventure Growth & Securities,24870,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
INVICTA,Invicta Diagnostic,760142,NSE_EQ,EQUITY,ES,ST,1600,,ACTIVE
INVPRECQ,Investment & Precision Casting,762722,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IOB,Indian Overseas Bank,9348,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IOC,Indian Oil Corporation,1624,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IOLCP,IOL Chemicals & Pharmaceuticals,20413,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IONEXCHANG,Ion Exchange,1630,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IPCALAB,IPCA Laboratories,1633,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IPHL,Indian Phosphate,25033,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
IPL,India Pesticides,4934,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IPSL,Integrated Personnel Services,11903,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE
IRB,IRB Infrastructure Developers,15313,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IRCON,Ircon International,4986,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IRCTC,IRCTC,13611,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IREDA,IREDA,20261,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IRFC,IRFC,2029,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IRIS,IRIS RegTech Solutions,6489,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IRISDOREME,Iris Clothings,2275,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IRMENERGY,IRM Energy,19597,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ISFT,Intrasoft Technologies,18479,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ISGEC,Isgec Heavy Engineering,3329,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ISHAN,Ishan International,10995,NSE_EQ,EQUITY,ES,SM,48000,,ACTIVE
ISHANCH,Ishan Dyes & Chemicals,30249,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ITALIANE,Italian Edibles,22648,NSE_EQ,EQUITY,ES,ST,2000,,ACTIVE
ITC,ITC,1660,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ITCHOTELS,ITC Hotels,29251,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ITDC,India Tourism Development Corporation,19299,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ITI,ITI,1675,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ITTL,Innovative Tyre & Tube Lt,27266,NSE_EQ,EQUITY,ES,ST,105,,ACTIVE
IVALUE,Ivalue Infosolutions,759041,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IVC,IL&FS Investment Managers,6711,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IVP,IVP,1681,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IWARE,Iware Supplychain Services,757644,NSE_EQ,EQUITY,ES,ST,600,,ACTIVE
IWP,Indian Wood Products,762727,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IXIGO,Le Travenues Technology (IXIGO),24067,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
IZMO,IZMO,14174,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
J&KBANK,Jammu & Kashmir Bank,5633,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
JAGRAN,Jagran Prakashan,13211,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
JAGSNPHARM,Jagsonpal Pharmaceuticals,4410,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
JAIBALAJI,Jai Balaji Industries,14076,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
JAICORPLTD,Jai Corp,5143,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
JAINAM,Jainam Ferro Alloys,6012,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE
JAINIK,Jainik Power Cables,758303,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
JAINREC,Jain Resource Recycling,759244,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
JAIPURKURT,Nandani Creation,5516,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
JAKHARIA,Jakharia Fabric,3950,NSE_EQ,EQUITY,ES,ST,2400,,ACTIVE
JALAN,Jalan Transolutions,20929,NSE_EQ,EQUITY,ES,SM,3000,,ACTIVE
JAMNAAUTO,Jamna Auto Industries,20778,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
JARO,Jaro Inst of Tech Mgmt & Research,759951,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
JASH,Jash Engineering,13982,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
JAYAGROGN,Jayant Agro Organics,4041,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
JAYBARMARU,Jay Bharat Maruti,1708,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
JAYBEE,Jay Bee Laminations,25040,NSE_EQ,EQUITY,ES,ST,500,,ACTIVE
JAYESH,Jayesh Logistics,759159,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
JAYKAY,Jaykay Enterprises,760073,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
JAYNECOIND,Jayaswal Neco Industries,2331,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
JAYSREETEA,Jay Shree Tea & Industries,1720,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
JBCHEPHARM,J B Chemicals and Pharmaceuticals,1726,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
JBMA,JBM Auto,11655,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
JETFREIGHT,Jet Freight Logistics,7211,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
JETKNIT,Jet Knitwears,18700,NSE_EQ,EQUITY,ES,ST,750,,ACTIVE
JEYYAM,Jeyyam Global Foods,25147,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
JFLLIFE,JFL Life Sciences,10885,NSE_EQ,EQUITY,ES,SM,6000,,ACTIVE
